Course Name,Multi Categories,Course URL,Course Provider,Short Description,Long Description,Difficulty,Duration,Commitment,Number of Enrolled,Cost,Alternative Options,Language,Video Language,Prerequisites,
Preparing to Network in English,Language,https://www.edx.org/course/preparing-to-network-in-english,,Learn the basics of networking while you grow your social network and professional connections. Practice speaking to improve your English language skills for increased success in job hunting.,"Networking in the business world is key to career success. Research shows that many jobs are never officially advertised. Many companies rely on word-of-mouth advertising to hire employees, so connections with people are important! 
It’s also clear that English is an important language in the global job hunt. 
But what exactly is networking? And how do you do it in English? This course helps you understand the basics of networking and why it’s important. You’ll identify the key qualities that you personally want to focus on developing. 
Most importantly, you’ll grow and expand your business network and professional connections. Gain confidence in your speaking while introducing yourself in English. You’ll also learn about business culture in North America and around the globe while you improve your English language skills for increased success in networking and job hunting.",Introductory,6 weeks,3–5 hours per week,"62,080",Free,$149 USD,English,English, Intermediate level of English language proficiency,
Pretensioned Structures,Engineering,https://www.edx.org/course/pretensioned-structures,,Learn the essentials of design of pretensioned concrete structures. A common design application is in a wide range of building and dam structures where improved performance of prestressed concrete can allow for longer spans of material.,"This module is currently offered in the Lyles School of Civil Engineering as part of the CE57200 “Prestressed Concrete Design” 3-Credits (CR) course in the area of structural engineering available to senior undergraduate/graduate students. It integrates science and engineering principles to design prestressed concrete members and structural systems. The application of scientific and engineering knowledge is demonstrated in solving engineering problems associated with the design of precast prestressed building members both composite and non-composite for superimposed loads, and one-way post-tensioned floor slabs systems bonded and unbonded also composite and non-composite for superimposed loads. Design of pretensioned Hollow-Core slabs, Double-Tee and I-Beam members, and one-way post-tensioned floor slabs is exercised using current building code requirements to provide experiences in realistic design practice. The following subjects are used to solve engineering problems: calculus and differential equations; use of computer tools, data manipulation, statistical analysis, numerical calculation, and reinforced concrete design principles.
The course is developed in three modules each of 1-CR. Module 2 (this module) is focused on the essentials of design of pretensioned concrete structures.
This course is available to practicing engineers for 1.5 CEUs for learners completing the course on the verified track.",Advanced,5 weeks,3–4 hours per week,,Free,"₹ 61,332",English,English," Module 2 focuses on pretensioned construction and has Module 1 or equivalent as prerequisite and CE473 course or equivalent. 
CE 47300: Reinforced Concrete Design or equivalent. Description: This course integrates science and engineering principles to design reinforced concrete beams, one-way slabs, and columns. These include determination of strength, detailing of reinforcement, and service load considerations such as crack control and deflections. The following subjects are used to solve engineering problems: calculus and differential equations, data manipulation, statistical analysis, strength of materials, and structural mechanics. Additional requirement: Working knowledge of basic software such as MathCAD, Excel or similar.",
Primer on RF Design,Engineering,https://www.edx.org/course/primer-on-rf-design,,Learn the fundamentals of RF design for modern communication systems.,"This 1-credit-hour, 5-week course covers the fundamentals of RF design. It is designed as a first course for students or engineers with a limited background in high-frequency electronics. Engineers that need to understand ""RF language"" and gain a working knowledge of critical RF concepts will benefit from taking this course. Students in this course will learn basic RF tools and design principles.
By the end of this course, students will understand important RF concepts and how these are related to the design of practical RF blocks.
Note: This course, Primer on RF Design, is an essential prerequisite to the two other courses in this series: RF System Design and RF Design : Passive and Active Components. Learners should plan to complete Primer on RF Design before enrolling in RF System Design or RF Design: Passive and Active Components.",Advanced,6 weeks,6–9 hours per week,,Free,"₹ 61,332",English,English, Basic undergraduate-level electromagnetics including fundamental concepts of RF waves and transmission lines (a comprehensive review will be provided in this class).,
Principles of Data Science Ethics,Data Analysis & Statistics,https://www.edx.org/course/principles-of-data-science-ethics,,Concern about the harmful effects of machine learning algorithms and AI models (bias and more) has resulted in greater attention to the fundamentals of data ethics.,"Concern about the harmful effects of machine learning algorithms and AI models (bias and more) has resulted in greater attention to the fundamentals of data ethics. News stories appear regularly about credit algorithms that discriminate against women, medical algorithms that discriminate against African Americans, hiring algorithms that base decisions on gender, and more. In most cases, those who developed and deployed these algorithms and data processes had no such intentions, and were unaware of the harmful impact of their work.
This data science ethics course for both practitioners and managers provides guidance and practical tools to build better models and avoid these problems. The course offers a framework data scientists can use to develop their projects, and an audit process to follow in reviewing them. Case studies along with Python code are provided.",Intermediate,4 weeks,4–5 hours per week,,Free,"₹ 16,271",English,English, Predictive Analytics: Basic Modeling Techniques,
Principles of Electric Circuits | 电路原理,Computer Science,https://www.edx.org/course/principles-of-electric-circuits-2,,Electricity is everywhere. Learn about real world applications of electric circuits and the techniques for analyzing and designing circuits. 电无处不在。人类文明的进程，几乎就是研究和利用电的过程。电路是用电为人类服务的直接工具。电路原理这门课程教会你分析和设计电路的基本方法。,"Principles of Electric Circuits (20220214x) is one of the kernel courses in the broad EECS subjects. Almost all the required courses in EECS are based on the concepts learned in this course, so it’s the gateway to a qualified EECS engineer.
The main content of this course contains linear and nonlinear resistive circuits, time domain analysis of the dynamic circuits, and the steady state analysis of the dynamic circuits with sinusoidal excitations. Important concepts, e.g. filters, resonance, quiescent point, etc., cutting-edge elements, e.g. MOSFETs and Op Amps, etc., systematic analyzing tools, e.g. node method and phasor method, etc., and real-world engineering applications, e.g. square wave generator and pulse power supply for railgun, etc., will be discussed in depth.
In order to facilitate the learning for students with middle school level, we prepare the necessary knowledge for calculus and linear algebra in week 0. With your effort, we can show you the fantastic view of electricity.
电路原理课程是电类各专业最重要的一门学科基础课，后续各专业基础课和专业课都建立在这门课程的知识体系之上，因此是电类专业本科生的“看家 课”之一。电路原理课程的主要内容包括：线性电阻电路分析、非线性电阻电路分析、动态电路的时域分析和正弦激励下动态电路的稳态分析4大部分。清华大学电 路原理课程的教学包括电路分析基本方法、当代电路元器件、电路原理的实际工程应用等，为学生提供了扎实的基础和丰富的应用。 
为方便至只有中学知识的学生学习，电路原理MOOC专门利用第0周准备必要的微积分、线性代数和大学物理电学的基础。我们有信心：你能领悟电世界的奇妙。",Intermediate,18 weeks,3–9 hours per week,,Free,"₹ 11,367",English,English, Basic concepts and calculation techniques learned in the middle school.,
Principles of Electronic Biosensors,Engineering,https://www.edx.org/course/principles-of-electronic-biosensors,,,"This electronics course will focus on the physics of biomolecule detection in terms of three elementary concepts: response time, sensitivity, and selectivity. We will use potentiometric, amperometric, and cantilever-based mass sensors to illustrate the application of these concepts to specific sensor technologies. Learners in this course will be able to decide what sensors to make, appreciate their design principles, interpret measured results, and spot emerging research trends.
This electronics course is the latest in a science and engineering series offered by the nanoHUB-U project, which is jointly funded by Purdue University and the National Science Foundation.",Intermediate,10 weeks,5–6 hours per week,,Cost to Enroll,"₹ 4,089",English,English," College Freshman/sophomore level preparation in physics, chemistry, and mathematics.",
"Principles of Modeling, Simulations, and Control for Electric Energy Systems",Computer Science,https://www.edx.org/course/principles-of-modeling-simulations-and-control-for-electric-energy-systems,,"Apply a dynamic systems-level approach and engage emerging research on efficient, sustainable, and physically and economically feasible electric power systems of the future.","As global energy demand grows, to mitigate climate change we must drive a swift transition to clean energy resources and enhanced electric power grid infrastructure.
In this course, you will explore systemic principles of future electric power system management, such as the role of smart grids, data-enabled machine learning, power electronics-control, and data-driven decision-making. You will learn how energy technologies, including intermittent renewable energy technologies, can be modeled and controlled at both the component and system level to achieve sustainable, well-functioning, and economically sound results.
You will also learn about assumptions underlying today’s hierarchical control and the innovations needed to support end-to-end flexible efficient electricity services by conventional and new resources. A particular emphasis is on data-enabled distributed cooperative systems solutions.
Throughout, you will examine examples of real-world industry problems and solutions, such as methods for achieving stable integration of diverse power resources, demand response, and fast storage at reasonable cost. Modeling can be used for developing the next generation software needed to operate these systems, and for implementing incentives for new technologies in electric energy markets.
This course is designed for people engaging the energy transition across disciplines and professions. It introduces fundamental concepts for those interested in working in power systems planning, operations, and management. Researchers with a background in dynamical systems and control will learn how to model the dynamics and objectives of enabling clean and resilient electricity services as systems problems while making physically meaningful assumptions and using these models as the basis for introducing their own novel data-enabled methods. Experienced professionals, including utility and energy industry executives, will gain insights into cutting-edge research, concepts, and software. Policymakers in government and leaders in non-governmental organizations (NGOs) will find strategies for building resilience in grid infrastructure, driving more equitable access to energy, and driving higher renewable energy penetration in local markets.
Please note: edX Inc. has recently entered into an agreement to transfer the edX platform to 2U, Inc., which will continue to run the platform thereafter. The sale will not affect your course enrollment, course fees or change your course experience for this offering. It is possible that the closing of the sale and the transfer of the edX platform may be effectuated sometime in the Fall while this course is running. Please be aware that there could be changes to the edX platform Privacy Policy or Terms of Service after the closing of the sale. However, 2U has committed to preserving robust privacy of individual data for all learners who use the platform. For more information see the edX Help Center.",Advanced,12 weeks,8–12 hours per week,,Free,$149 USD,English,English," This course was designed for students from various disciplines, but its core concepts are rooted in electrical engineering and computer science. 
Learners should have strong English language skills, an undergraduate-level study of physics, and undergraduate-level study of trigonometry and ordinary differential equations.
A basic understanding of electric circuits and networks is helpful. MIT’s OpenCourseWare offers material related to its Circuits and Electronics course here.",
Principles of Synthetic Biology,"Computer Science, Engineering",https://www.edx.org/course/principles-of-synthetic-biology,,Learn how to engineer biological systems and program organisms to perform novel tasks.,"Do you like biology, biotechnology, or genetic engineering? Are you interested in computer science, engineering, or design? Synthetic Biology is an innovative field bringing together these subject areas and many more to create useful tools to solve everyday problems.
This introductory synthetic biology course starts with a brief overview of the field and then delves into more challenging yet exciting concepts. You will learn how to design your very own biological regulatory circuits and consider ways in which you can apply these circuits to real-world problems we face today.
From basic oscillators, toggle switches, and band-pass filters to more sophisticated circuits that build upon these devices, you will learn what synthetic biologists of today are currently constructing and how these circuits can be used in interesting and novel ways.
Join us as we explore the field of synthetic biology: its past, present, and promising future!",Advanced,15 weeks,8–10 hours per week,,Free,"₹ 4,007",English,English, None,
"Principles, Statistical and Computational Tools for Reproducible Data Science",Data Analysis & Statistics,https://www.edx.org/course/principles-statistical-and-computational-tools-for,,"Learn skills and tools that support data science and reproducible research, to ensure you can trust your own research results, reproduce them yourself, and communicate them to others.","Today the principles and techniques of reproducible research are more important than ever, across diverse disciplines from astrophysics to political science. No one wants to do research that can’t be reproduced. Thus, this course is really for anyone who is doing any data intensive research. While many of us come from a biomedical background, this course is for a broad audience of data scientists. 
To meet the needs of the scientific community, this course will examine the fundamentals of methods and tools for reproducible research. Led by experienced faculty from the Harvard T.H. Chan School of Public Health, you will participate in six modules that will include several case studies that illustrate the significant impact of reproducible research methods on scientific discovery. 
This course will appeal to students and professionals in biostatistics, computational biology, bioinformatics, and data science. The course content will blend video lectures, case studies, peer-to-peer engagements and use of computational tools and platforms (such as R/RStudio, and Git/Github), culminating in a final presentation of a final reproducible research project. 
We’ll cover Fundamentals of Reproducible Science; Case Studies; Data Provenance; Statistical Methods for Reproducible Science; Computational Tools for Reproducible Science; and Reproducible Reporting Science. These concepts are intended to translate to fields throughout the data sciences: physical and life sciences, applied mathematics and statistics, and computing. 
Consider this course a survey of best practices: we’d like to make you aware of pitfalls in reproducible data science, some failure - and success - stories in the past, and tools and design patterns that might help make it all easier. But ultimately it’ll be up to you to take the skills you learn from this course to create your own environment in which you can easily carry out reproducible research, and to encourage and integrate with similar environments for your collaborators and colleagues. We look forward to seeing you in this course and the research you do in the future!",Intermediate,8 weeks,3–8 hours per week,"99,370",Free,$99 USD,English,English," 
Basic knowledge of Rand Git
A computer that is capable of downloading software to run on it.
",
Probability and Statistics I:  A Gentle Introduction to Probability,"Data Analysis & Statistics, Engineering, Math",https://www.edx.org/course/probability-and-statistics-i-a-gentle-introduction-to-probability,The Georgia Institute of Technology,"This course provides an introduction to basic probability concepts. Our emphasis is on applications in science and engineering, with the goal of enhancing modeling and analysis skills for a variety of real-world problems.","This course provides an introduction to basic probability concepts. Our emphasis is on applications in science and engineering, with the goal of enhancing modeling and analysis skills for a variety of real-world problems. 
In order to make the course completely self-contained (and to bring back long-lost memories), we’ll start off with Bootcamp lessons to review concepts from set theory and calculus. We’ll then discuss the probability axioms that serve as the basis for all of our subsequent work – what makes probability tick? That discussion will give us the tools to study elementary probability counting rules, including permutations and combinations. We’ll use these rules to work on various cool applications, including poker probability calculations and baseball line-ups!
The next venues on our tour are the concepts of independence and conditional probability, which allow us to see how the probabilities of different events are related to each other, and how new information can be used to update probabilities. The course culminates in a discussion of Bayes Rule and its various interesting consequences related to probability updates.",Intermediate,3 weeks,6–10 hours per week,"15,692",Free,$199 USD,English,English," You will be expected to come in knowing a bit of set theory and basic calculus. But don’t worry too much – we’ll provide bootcamps on that material in order to make the class pretty much self-contained. In addition, this course will involve a bit of computer programming, so it would be nice to have at least a little experience in something like Excel, just to bring back the programming memories.",
Probability and Statistics II:  Random Variables – Great Expectations to Bell Curves,"Data Analysis & Statistics, Engineering, Math",https://www.edx.org/course/probability-and-statistics-ii-random-variables-great-expectations-to-bell-curves,,"This course discusses properties and applications of random variables. For instance, how many customers are likely to arrive in the next hour? What’s the probability that a lightbulb will last more than a year?","This course discusses properties and applications of random variables. When you’re done, you’ll have enough firepower to undertake a wide variety of modeling and analysis problems; and you’ll be well-prepared for the upcoming Statistics courses. 
We’ll begin by introducing the concepts of discrete and continuous random variables. For instance, how many customers are likely to arrive in the next hour (discrete)? What’s the probability that a lightbulb will last more than a year (continuous)? 
We’ll learn about various properties of random variables such as the expected value, variance, and moment generating function. This will lead us to a discussion of functions of random variables. Such functions have many uses, including some wonderful applications in computer simulations. 
If you enjoy random variables, then you’ll really love joint (two-dimensional) random variables. We’ll provide methodology to extract marginal (one-dimensional) and conditional information from these big boys. This work will enable us to 
study the important concepts of independence and correlation. 
Along the way, we’ll start working with the R statistical package to do some of our calculations and analysis.",Intermediate,4 weeks,6–12 hours per week,,Free,"₹ 16,273",English,English," Learners will be expected to come in knowing a bit of set theory and basic calculus, as well as the material from the first course in this series (A Gentle Introduction to Probability). The prerequisite material is all available for you to access; and in any event, we will make the current course as self-contained as possible. In addition, this course will involve a bit of computer programming, so it would be nice to have at least a little experience in something like Excel.",
Probability and Statistics III:  A Gentle Introduction to Statistics,"Data Analysis & Statistics, Engineering, Math",https://www.edx.org/course/probability-and-statistics-iii-a-gentle-introduction-to-statistics,The Georgia Institute of Technology,"This course provides an introduction to basic statistical concepts. We begin by walking through a library of probability distributions – including the normal distribution, which in turn leads to the Central Limit Theorem. We then discuss elementary descriptive statistics and estimation methods.","This course provides an introduction to basic statistical concepts.
We begin by walking through a library of probability distributions, where we motivate their uses and go over their fundamental properties. 
These distributions include such important folks as the Bernoulli, binomial, geometric, Poisson, uniform, exponential, and normal distributions, just to name a few. Particular attention is paid to the normal distribution, because it leads to the Central Limit Theorem (the most-important mathematical result in the universe, actually), which enables us to make probability calculations for arbitrary averages and sums of random variables.
We then discuss elementary descriptive statistics and estimation methods, including unbiased estimation, maximum likelihood estimation, and the method of moments – you gotta love your MoM! Finally, we describe the t, X2, and F sampling distributions, which will prove to be useful in upcoming statistical applications.",Intermediate,4 weeks,6–10 hours per week,,Free,$199 USD,English,English," Learners will be expected to come in knowing a bit of set theory and basic calculus, as well as the material from the first two courses in this series (the Gentle Introduction to Probability and Random Variables courses). The prerequisite material is all available for you to access; and in any event, we will try to make the current course as self-contained as possible. In addition, this course will involve a bit of computer programming, so it would be nice to have at least a little experience in something like Excel and/or the R freeware statistical package.",
Probability and Statistics in Data Science using Python,"Computer Science, Math",https://www.edx.org/course/probability-and-statistics-in-data-science-using-p,,"Using Python, learn statistical and probabilistic approaches to understand and gain insights from data.","The job of a data scientist is to glean knowledge from complex and noisy datasets.
Reasoning about uncertainty is inherent in the analysis of noisy data. Probability and Statistics provide the mathematical foundation for such reasoning.
In this course, part of the Data Science MicroMasters program, you will learn the foundations of probability and statistics. You will learn both the mathematical theory, and get a hands-on experience of applying this theory to actual data using Jupyter notebooks.
Concepts covered included: random variables, dependence, correlation, regression, PCA, entropy and MDL.",Advanced,10 weeks,10–12 hours per week,"1,28,673",Free,"₹ 28,622",English,English," 
The previous coursein the MicroMasters program: DSE200x
Undergraduate level education in: 
Multivariate calculus
Linear algebra


",
Probability and Statistics IV:  Confidence Intervals and Hypothesis Tests,"Data Analysis & Statistics, Engineering, Math",https://www.edx.org/course/probability-and-statistics-iv-confidence-intervals-and-hypothesis-tests,,"This course covers two important methodologies in statistics – confidence intervals and hypothesis testing. Confidence intervals allow us to make probabilistic statements such as: “We are 95% sure that Candidate Smith’s popularity is 52% +/- 3%.” Hypothesis testing allows us to pose hypotheses and test their validity in a statistically rigorous way. For instance, “Does a new drug result in a higher cure rate than the old drug?""","This course covers two important methodologies in statistics – confidence intervals and hypothesis testing.
Confidence intervals are encountered in everyday life, and allow us to make probabilistic statements such as: “Based on the sample of observations we conducted, we are 95% sure that the unknown mean lies between A and B,” and “We are 95% sure that Candidate Smith’s popularity is 52% +/- 3%.” We begin the course by discussing what a confidence interval is and how it is used. We then formulate and interpret confidence intervals for a variety of probability distributions and their parameters.
Hypothesis testing allows us to pose hypotheses and test their validity in a statistically rigorous way. For instance, “Does a new drug result in a higher cure rate than the old drug?” or “Is the mean tensile strength of item A greater than that of item B?” The second half the course begins by motivating hypothesis tests and how they are used. We then discuss the types of errors that can occur with hypothesis testing, and how to design tests to mitigate those errors. Finally, we formulate and interpret hypothesis tests for a variety of probability distributions and their parameters.",Intermediate,4 weeks,6–10 hours per week,,Free,"₹ 16,273",English,English," Learners will be expected to come in knowing some set theory and basic calculus, as well as the material from the previous courses in this series ( A Gentle Introduction to Probability , Random Variables, and A Gentle Introduction to Statistics ). The prerequisite material is all available for you to access; and in any event, we will make the current course as self-contained as possible. In addition, this course will involve a bit of computer programming, so it would be nice to have at least a little experience in something like Excel and/or the R freeware statistical package.",
Probability: Basic Concepts & Discrete Random Variables,"Computer Science, Data Analysis & Statistics, Math",https://www.edx.org/course/probability-basic-concepts-discrete-random-variabl,Purdue University,,"Our capacity to collect and store data has exponentially increased, but deriving information from data from a scientific perspective requires a foundational knowledge of probability.
Are you interested in a career in the emerging data science field, or as an actuarial scientist? Or want better to understand statistical theory and mathematical modeling?
In this statistics and data analysis course, we will provide an introduction to mathematical probability to help meet your career goals in the exciting new areas becoming known as information science.
In this course, we will first introduce basic probability concepts and rules, including Bayes theorem, probability mass functions and CDFs, joint distributions and expected values.
Then we will discuss a few important probability distribution models with discrete random variables, including Bernoulli and Binomial distributions, Geometric distribution, Negative Binomial distribution, Poisson distribution, Hypergeometric distribution and discrete uniform distribution.
To continue learning about probability, enroll in Probability: Distribution Models & Continuous Random Variables, which covers continuous distribution models, central limit theorem and more.
The Center for Science of Information, a National Science Foundation Center, supports learners by offering free educational resources in information science.",Introductory,6 weeks,4–6 hours per week,,Free,"₹ 4,007",English,English, Calculus (including double integrals) & Basic Combinatorics (Lesson 1 of this course gives a combinatorics tutorial),
Probability: Distribution Models & Continuous Random Variables,"Computer Science, Data Analysis & Statistics, Math",https://www.edx.org/course/probability-distribution-models-continuous-random,,,"In this statistics and data analysis course, you will learn about continuous random variables and some of the most frequently used probability distribution models including, exponential distribution, Gamma distribution, Beta distribution, and most importantly, normal distribution.
You will learn how these distributions can be connected with the Normal distribution by Central limit theorem (CLT). We will discuss Markov and Chebyshev inequalities, order statistics, moment generating functions and transformation of random variables.
This course along with the recommended pre-requisite,Probability: Basic Concepts & Discrete Random Variables,will you give the skills and knowledge to progress towards an exciting career in information and data science.
The Center for Science of Information, a National Science Foundation Center, supports learners by offering free educational resources in information science.",Intermediate,6 weeks,4–6 hours per week,,Free,"₹ 4,007",English,English," 
Basic Calculus 1&2, and Calculus 3 (including an understanding of double integers) 
Complete this course first: 416.1x Probability: Basic Concepts & Discrete Random Variables
",
Probability - The Science of Uncertainty and Data,"Data Analysis & Statistics, Math",https://www.edx.org/course/probability-the-science-of-uncertainty-and-data,,"Build foundational knowledge of data science with this introduction to probabilistic models, including random processes and the basic elements of statistical inference -- Part of the MITx MicroMasters program in Statistics and Data Science.","The world is full of uncertainty: accidents, storms, unruly financial markets, noisy communications. The world is also full of data. Probabilistic modeling and the related field of statistical inference are the keys to analyzing data and making scientifically sound predictions.
Probabilistic models use the language of mathematics. But instead of relying on the traditional ""theorem-proof"" format, we develop the material in an intuitive -- but still rigorous and mathematically-precise -- manner. Furthermore, while the applications are multiple and evident, we emphasize the basic concepts and methodologies that are universally applicable.
The course covers all of the basic probability concepts, including:

multiple discrete or continuous random variables, expectations, and conditional distributions
laws of large numbers
the main tools of Bayesian inference methods
an introduction to random processes (Poisson processes and Markov chains)

The contents of this courseare heavily based upon the corresponding MIT class -- Introduction to Probability -- a course that has been offered and continuously refined over more than 50 years. It is a challenging class but will enable you to apply the tools of probability theory to real-world applications or to your research.
This course is part of theMITx MicroMasters Program in Statistics and Data Science. Master the skills needed to be an informed and effective practitioner of data science. You will complete this course and three others from MITx, at a similar pace and level of rigor as an on-campus course at MIT, and then take a virtually-proctored exam to earn your MicroMasters, an academic credential that will demonstrate your proficiency in data science or accelerate your path towards an MIT PhD or a Master's at other universities. To learn more about this program, please visit https://micromasters.mit.edu/ds/.",Advanced,16 weeks,10–14 hours per week,"2,79,713",Free,"₹ 24,533",English,English," College-level calculus (single-variable & multivariable). Comfort with mathematical reasoning; and familiarity with sequences, limits, infinite series, the chain rule, and ordinary or multiple integrals.",
Procedural Modelling,Computer Science,https://www.edx.org/course/procedural-modelling,,"This course will focus on the fundamentals of procedural programming for generating spatial models. You will learn how to code, using functions, data structures and control-flow statements. You will create procedures to generate geometric models with attribute data. By the end of the course, you will be able to write your own procedures for generating spatial information models.","The first in our “Spatial Computational Thinking” program, this “Procedural Modelling” course will focus on the fundamentals of procedural programming in 3D. You’ll learn to write computational procedures using data structures and control-flow statements to automate the production of 3D models.
During the course, you will learn a range of computational methods. These include general programming constructs such as using ‘while’ loops, ‘for-each’ loops, ‘if-else’ conditions, as well as writing your own custom functions. In addition, you will also learn to use two key data structures: list and dictionaries. And in the process, you will become familiar with the programming process: writing code, executing code and debugging code.
When creating modelling procedures, you will use a range of different modelling functions. You will also learn how geometric models can be augmented with an additional layer of semantic data. You will learn how geometric entities can be tagged with additional attribute values, and how these attributes can then be used for querying your models. You will also learn how to add attributes to define colour, materials, and other visual properties.
During this course, you will use Möbius Modeller, the modelling tool that is used throughout this “Spatial Computational Thinking” module. It is free and easy to use browser-based software to write algorithms for automatic generation and visualization of complex models with spatial information.
The programming language uses a visual programming approach combining flowcharts with procedural programming. This makes the process of learning coding much easier, allowing you to quickly acquire the knowledge and skills required for writing complex computational procedures for generating, analysing, and visualizing complex 3D spatial information models. The programming knowledge you gain will be highly transferable if you later choose to use other languages in your future work such as Python or Javascript.
The modelling exercises and assignments during this course will start with a simple procedural approach to 2D and 3D patterns and will progress towards more complex geometries representing entities within the built environment such as building footprints, building facades and staircases.
The course prepares you for the next course in the “Spatial Computational Thinking” program, focusing on generative modelling of more complex types of spatial information models.",Introductory,5 weeks,4–6 hours per week,,Free,"₹ 12,185",English,English, Basic math and logical reasoning,
Introduction to Game Design: Process and Creation,Computer Science,https://www.edx.org/course/process-and-creation,,Learn the steps involved in the game design process⁠—turning the vision into reality.,"What is good game design? How do you come up with good game ideas? How do you start documenting your ideas? How do you create an experience? How do you write a rule book? These are some of the questions that will come up during the game design process, and this course will enable you to answer them.
When you’re designing a game, you’re designing an intricate system, so you will want a series of steps to help you through the game creation process. This course walks you through those steps—from determining a game’s success criteria and conceptualizing new aspects and core concepts to designing and prototyping your game, through to producing and finalizing your game. It explores what’s involved in designing game experiences for the gaming industry and which elements affect player experiences and behavior. It also identifies some key considerations in ideation and video game development: how to establish your game’s situation, design pillars and loops, and document your game ideas. 
Topics covered include: 

The game design process
Designing game experiences
Envisioning game ideas",Introductory,5 weeks,4–8 hours per week,,Free,"₹ 11,367",English,English, GAD110.1x,
"Product Design, Prototyping, and Testing",Computer Science,https://www.edx.org/course/product-design-prototyping-testing,,"Translate product ideas into tangible assets by creating wireframes, 3D renderings, prototypes, and minimum viable products (MVPs) to test assumptions and validate customer interests","Designing the customer and user experience is essential to creating great products today. Gone is the old paradigm of “form follows function” model of design. The process must be iterative and follow the best product design and development processes. While designing a great user experience can be a lengthy and expensive process, there are approaches to doing it faster and smarter, without compromising results.
This essential product management course explains key design thinking principles around personas, story mapping, and prototyping. Product managers need to know and appreciate product designer tools and processes. By combining these principles with good scrum processes, you’ll learn to create great products that don’t sacrifice design for functionality or feasibility.
This course enables students to transition from ideas to prototyping and concept testing of their products and services. Students learn how best to effectively translate ideas into marketable offerings so that the best product and service ideas are harnessed and create real value for customers and the organization. Emphasis is placed on an integrated and interdisciplinary approach to engineering design, concurrent engineering, design for manufacturing, industrial design, and the business of new product development. Topics include design methods, modeling and simulation, material and manufacturing process selection, platform and modular design, mass customization, planning and scheduling.",Introductory,4 weeks,2–3 hours per week,"28,372",Free,$199 USD,English,English, None required. “Product Management Fundamentals” and “Achieving Product-Market Fit” recommended.,
Product Design: The Delft Design Approach,Engineering,https://www.edx.org/course/product-design-the-delft-design-approach,Delft University of Technology,Learn to design meaningful products and services in this introductory design course.,"Do you want to learn how to design? Using the Delft Design Approach, you will learn how to use a number of key design methods to create meaningful products and services.
This course is an introduction to the Delft Design Approach offering a model and a set of signature methods from Delft to teach you how to get from understanding the user in context to defining a meaningful design challenge and - in the end - deliver a great design! The course challenges you to experience the design process yourself and reflect on your work with the help of students and excellent teaching staff from Delft, and industrial experts.
No previous knowledge of design methods is required, yet some experience with designing (something) is helpful. 
This course has been awarded with the 2015 Open Education Award for Excellence in the category 'Open MOOC' by the Open Education Consortium.",Intermediate,7 weeks,6–8 hours per week,"98,601",Free,"₹ 6,460",English,English," 
Some familiarity with concepts like 'design thinking', 'User-centered design' and 'Design process' is advised.
Some experience with designing something (even for yourself) will be helpful.
",
Product Management Fundamentals,Computer Science,https://www.edx.org/course/product-management-fundamentals,,Understand the keys to successfully navigating the roles and responsibilities of being a product manager to champion change with internal and external collaborators and influencers,"Product management is one of the fastest growing and most lucrative jobs available today. Companies have awoken to the desperate need for product managers to create products that customers love, that integrate design, functionality, and business solutions. In our course, we define the fundamentals of product management and why this role is so coveted as a launch pad for future CEOs and startup founders.
To be effective, product managers need a clear understanding of their jobs and duties. They also need a clear understanding of the required skills and competencies. An appreciation of these roles, responsibilities, skills, and capabilities is also beneficial for stakeholders and team members who collaborate with product managers.
This course investigates the framework for success in product management by defining the product manager’s position in an organization and the key responsibilities. We will examine the skills and competencies most critical to carrying out those responsibilities. To further improve your understanding of product management, we will discuss how product managers engage with the product team and stakeholders to create and manage successful products.
Product managers must also know how to establish, organize, and lead a team. They must know the typical product development life cycle and be able to select the right development methodology for the product and the target market. To meet these challenges to product team leadership, we will consider the phases of product development and the roles that product managers play in each step. We’ll examine a variety of team structures and product development methodologies, and the importance of establishing a team charter. Lastly, we will also explore the opportunities and challenges of market development and commercialization. We’ll provide an orientation to key marketing concepts critical to developing and commercializing innovative products and services.",Introductory,4 weeks,2–3 hours per week,"48,364",Free,"₹ 16,273",English,English, None,
