title,url,categories,description_short,description_long,difficulty,duration,free_option,number_of_enroll,rating,paid_option,language,subtitle,platform,provider,image_url
Nano @ Stanford,https://www.edx.org/course/nano-stanford,Engineering,"This resource contains materials to prepare researchers to become effective users of the nano@stanford nanofabrication and nanocharacterization tools and facilities, as well as to be useful to anyone wanting to learn about nanofabrication.","The nano@stanford facilities include the Stanford Nanofabrication Facility (SNF), the Stanford Nano Shared Facilities (SNSF), the Stanford Materials Analysis Facility (MAF), and the Stanford Environmental Measurement Facility (EMF).",0,1,1,5250,0.0,,English,English,Edx,Stanford University,https://prod-discovery.edx-cdn.org/media/course/image/e7242a2d-5325-4c4b-9d31-e3411ee1c1a1-18e8a019945e.small.jpeg
Nanomaterials for Civil and Environmental Applications,https://www.edx.org/course/nanomaterials-for-civil-and-environmental-applications,"Electronics, Engineering, Physics","Learn about the field of nanotechnology with a special emphasis on nanomaterials synthesis, characterizations and their applications in civil and environmental engineering.","This course will introduce students to the field of nanotechnology with a special emphasis on nanomaterials synthesis, characterizations and their applications in civil and environmental engineering. The specific applications will include, but not limited to, tailoring mechanical property, durability, self-cleaning, self-sealing, self-sensing, energy harvesting and other multi-functionality. It integrates the fields of materials science, civil engineering and electrical engineering. The basic concepts will be discussed including nano-scale effect, process-structure-property relationship, nano- and micro-structure property characterizations, multi-functional materials, nano-device fabrication and their applications for energy harvesting, water infiltrations and environmental sensing. lab will be provided to students enrolled in the course to learn nano and micro-structure characterizations skills.",1,1,1,0,0.0,$750,English,English,Edx,Purdue University,https://prod-discovery.edx-cdn.org/media/course/image/389deca0-ca88-451c-8ce1-e2964f3170db-8e8b629ff93f.small.jpeg
Nanophotonic Modeling,https://www.edx.org/course/nanophotonic-modeling,"Engineering, Physics, Science",Learn a comprehensive set of simulation techniques to predict the performance of photonic nanostructures.,"This course is an introduction to photonic materials and devices structured on the wavelength scale. Generally, these systems will be characterized as having critical dimensions at the nanometer scale. These can include nanophotonic, plasmonic, and metamaterials components and systems.
This course will aim to introduce students to computational techniques employed in current design and research efforts in nanophotonics. You will learn the strengths and weaknesses of each approach; what types of problems call for which one; and how your simulation will perform.
Techniques include eigenvalue problems, fast Fourier transforms, band structure calculations, rigorous-coupled wave analysis, and finite-difference time-domain. Applications include photovoltaics, thermal management, radiative control, and nonlinear optics. It is expected to be useful for graduate students interested in incorporating these techniques into their projects or thesis research.
Students taking this course will be required to complete four (4) proctored exams using the edX online Proctortrack software. Completed exams will be scanned and sent using Gradescope for grading by Professor Bermel. 
Recommended Textbook for the course: 
Photonic Crystals: Molding the Flow of Light by J.D. Jaonnopoulos, S.G.Johnson, J.N. Winn, and R.B. Meade, Princeton University Press, 2008
ISNB Number: 9780691224568
Nanophotonic Modeling is one course in a growing suite of unique, 1-credit-hour short courses being developed in an edX/Purdue University collaboration. Students may elect to pursue a verified certificate for this specific course alone or as one of the six courses needed for the edX/Purdue MicroMasters program in Nanoscience and Technology. For further information and other courses offered and planned, please see the Nanoscience and Technology page.
Courses like this can also apply toward a Master's Degree in Electrical and Computer Engineering for students accepted into the full master’s program at Purdue University.",2,1,1,5457,0.0,$750,English,English,Edx,Purdue University,https://prod-discovery.edx-cdn.org/media/course/image/6ff44321-4fbf-4cb3-8d27-39a57b791473-c8adf79cc0e1.small.jpg
Nanotechnology: Fundamentals of Nanotransistors,https://www.edx.org/course/nanotechnology-fundamentals-of-nanotransistors,"Electronics, Engineering, Physics",Explore nanotechnology and gain an understanding of the essential physics and technology of nanotransistors.,"The transistor has been called the greatest invention of the 20th century – it enables the electronics systems that have shaped the world we live in. Today’s nanotransistors are a high volume, high impact success of the nanotechnology revolution. If you are interested in understanding how this scientifically interesting and technologically important nano-device operates, this course is for you!
This nanotechnology course provides a simple, conceptual framework for understanding the essential physics of nanoscale transistors. It assumes only a basic background in semiconductor physics and provides an opportunity to learn how some of the fascinating new discoveries about the flow of electrons at the nanoscale plays out in the context of a practical device.
The course is divided into four units:

Transistors fundamentals
Transistor electrostatics
Ballistic MOSFETs
Transmission theory of the MOSFET

The first two units provide an introduction for students with no background in transistors or a quick review for those familiar with transistors. The third unit treats the ballistic transistor in which electrons move without resistance (in the traditional sense). The last unit uses that Landauer Approach to electron transport, which was developed to understand some striking experiments in nanophysics, to develop an understanding of how electrons flow in modern nanotransistors. This short course describes a way of understanding MOSFETs that is much more suitable than traditional approaches when the channel lengths are of nanoscale dimensions. Surprisingly, the final result looks much like the traditional, textbook, MOSFET model, but the parameters in the equations have simple, clear interpretations at the nanoscale.
My objective for this course is to provide students with an understanding of the essential physics of nanoscale transistors as well as some of the practical technological considerations and fundamental limits. The goal is to do this in a way that is broadly accessible to students with only a very basic knowledge of semiconductor physics and electronic circuits. The course is designed for anyone seeking a sound, physical, but simple understanding of how nanoscale transistors operate. The course should be useful for advanced undergraduates, beginning graduate students, as well as researchers and practicing engineers and scientists.
This course is the latest in a series offered by the nanoHUB-U project which is jointly funded by Purdue and NSF with the goal of transcending disciplines through short courses accessible to students in any branch of science or engineering. These courses focus on cutting-edge topics distilled into short lectures with quizzes and practice exams.",1,1,0,0,0.0,$50,English,English,Edx,Purdue University,https://prod-discovery.edx-cdn.org/media/course/image/dc97fb90-dc84-47ab-b40a-9a3fc78f195b-0eed25715625.small.jpg
National Accounts Statistics,https://www.edx.org/course/national-accounts-statistics,Data Analysis & Statistics,Learn how to compile and disseminate national accounts statistics.,"This course, presented by the IMF's Statistics Department, teaches you how to compile timely, high quality national accounts statistics based on the system of national accounts (SNA) framework. The course introduces the sequence of national accounts, the accounting rules, and the key macroeconomic indicators in the SNA framework. You will learn about gross domestic product (GDP) - the main aggregate of the system, and how to compile consistent and internationally comparable measures of GDP according to the production, income, and expenditure approaches. The course also discusses in detail, how the SNA can be used to track an economy's production, consumption, and income and how to estimate volume measures of GDP.",1,1,1,0,0.0,$25,English,English,Edx,The International Monetary Fund,https://prod-discovery.edx-cdn.org/media/course/image/91691d52-375e-4e1d-9c81-6eed50d71a32-d2bb0b60ec26.small.png
Natural Disaster and Climate Change Risk Assessment in Infrastructure Projects,https://www.edx.org/course/natural-disaster-and-climate-change-risk-assessment-in-infrastructure-projects,Engineering,Strengthen your technical and decision-making skills by incorporating climate change resilience and natural disaster risk analysis into the design of infrastructure projects.,"Welcome to the Natural Disaster and Climate Change Risk Assessment in Infrastructure Projects course.
Climate change is real, and it affects many aspects of our lives. Temperatures are becoming progressively more extreme and natural disasters are increasingly frequent. We cannot prevent floods, earthquakes, and tornadoes...
But what can we do so that the damage caused has the least impact? How can we prevent our city’s infrastructure from suffering any damage and therefore put fewer people at risk? What kind of pre-project analyses do we need to perform so that we are prepared to address future climate change events?
Strengthen your technical and decision-making skills by incorporating climate change resilience and natural disaster risk analysis into the design of infrastructure projects.
This course was designed and organized by the Inter-American Institute for Economic and Social Development (INDES) of the Inter-American Development Bank within the framework of its Operations Learning Program (OLP). Its objective is to strengthen project teams’ capacity to preemptively manage events that may affect a project so as to improve its chance of success.",2,1,1,0,0.0,$25,English,English,Edx,Inter-American Development Bank,https://prod-discovery.edx-cdn.org/media/course/image/fa88f311-5254-4be1-a1c6-68ad9c6d9c02-8ee228e27a81.small.jpeg
Natural Language Processing and Language Understanding in Educational Research,https://www.edx.org/course/natural-language-processing-and-language-understan,"Data Analysis & Statistics, Education & Teacher Training",An introduction to analysis of language data for educational researchers.,"This course offers an overview of natural language processing (NLP) and natural language understanding (NLU) for educational practitioners, leaders, and researchers. This class introduces analysis of and analytical tools for research work with unstructured data such as student writing, responses to learner surveys, interview data, or transcripts from an educational setting.
Topics will include an overview of:

examples of unstructured data in educational settings;
research problems and questions that can be addressed with natural language data and tools;
tools and techniques for preparation and analysis of unstructured educational data.

Course participants will also complete short applied assignments with unstructured data.",2,1,1,0,0.0,$99,English,English,Edx,University of Texas at Arlington,https://prod-discovery.edx-cdn.org/media/course/image/d5e0660d-9aa9-44b7-b7e4-b6c2e6346399-95e989904b8f.small.jpg
"Nature, in Code: Biology in JavaScript",https://www.edx.org/course/nature-in-code-biology-in-javascript,"Biology & Life Sciences, Computer Science","Learn JavaScript programming by implementing key biology concepts in code, including natural selection, genetics and epidemics.","If you are interested in learning programming, but find pure programming courses not very exciting, this course is for you.
Instead of just learning programming principles outside of any context, you will learn JavaScript programming by implementing key biological concepts in code so they can run in your browser.
If you know a little (or a lot of) programming already, but want to learn more about the rules that govern life without having to pick up a traditional academic textbook, this course will also be of interest to you. You will learn some key ideas that form the basis of modern biology, from population genetics to evolutionary biology to infectious disease spread.
No prior programming knowledge needed.",1,1,1,0,0.0,$49,English,English,Edx,École polytechnique fédérale de Lausanne,https://prod-discovery.edx-cdn.org/media/course/image/feb6d5d8-d960-4a49-9e5b-8e278683e3f8-dd157c78449a.small.jpg
Bayesian Algorithms for Self-Driving Cars,https://www.edx.org/course/navigation-and-place-editing-algorithms,Computer Science,"""Bayesian Algorithms for Self-Driving Cars"" is an advanced Computer science course, designed to equip the student with the most important localization algorithms now deployed in modern autonomous vehicles.","“Bayesian Algorithms for Self-Driving Cars ” is a MOOC that will boost your skills and will prepare you for a career in the industry.
The course was designed to help students bridge the gap between ""classic"" algorithms and the concept of Bayesian localization algorithms. 
We will explore topics such as the Markov assumption and which is utilized in the Kalman filter, the concept of Histogram filter and multi-modal distributions, the particle filter and how to efficiently program it, and many more.
In addition to many questions and exercises, we've included also 4 programing assignments so you will be able to actually program these algorithms for yourself.",0,1,1,0,0.0,$49,English,English,Edx,IsraelX,https://prod-discovery.edx-cdn.org/media/course/image/a99d73f0-0822-4c1f-ade5-106bfa961f5b-a3d9acc8df80.small.jpeg
Optimization: principles and algorithms - Network and discrete optimization,https://www.edx.org/course/network-and-discrete-optimization,"Computer Science, Math",Introduction to network optimization and discrete optimization,"Introduction to the mathematical concept of networks, and to two important optimization problems on networks: the transshipment problem and the shortest path problem. Short introduction to the modeling power of discrete optimization, with reference to classical problems. Introduction to the branch and bound algorithm, and the concept of cuts.",1,1,1,0,0.0,$49,English,English,Edx,École polytechnique fédérale de Lausanne,https://prod-discovery.edx-cdn.org/media/course/image/62583e12-b65d-495c-828e-5049f8e331b6-bcbf20e96f09.small.jpeg
Network Security,https://www.edx.org/course/network-security-2,Computer Science,"Learn the process of network security, including intrusion detection, evidence collection, network auditing, and contingency planning against attacks.","In this course, you will examine the various areas of network security including intrusion detection, evidence collection and defense against cyber attacks.
The issues and facilities available to both the intruder and data network administrator will also be examined to illustrate their effect.
You will learn the principles and concepts of wired and wireless data network security. You will be guided through a series of laboratories and experiments in order to explore various mechanisms for securing data networks including physical layer mechanisms, filters, applications and encryption.
You will analyze attack/defend scenarios and determine the effectiveness of particular defense deployments against attacks.
This course is a part of the RITx Cybersecurity MicroMasters Program.",2,2,1,63630,0.0,$249,English,English,Edx,Rochester Institute of Technology,https://prod-discovery.edx-cdn.org/media/course/image/9ff9b63d-f504-424c-978a-be0b6fab8e96-8f0e4620200d.small.jpg
Network Security - Advanced Topics,https://www.edx.org/course/network-security-advanced-topics,Computer Science,"Learn advanced topics in network security, including Security Monitoring, Perimeter Security, IPv6 and IPv6 Security.","This is the 6th course in the intermediate, undergraduate-level offering that makes up the larger Cybersecurity Fundamentals MicroBachelors Program. We recommend taking them in order, unless you have a background in these areas already and feel comfortable skipping ahead.

Information Security - Introduction to Information Security
Information Security - Authentication and Access Control
Information Security - Advanced Topics
Network Security - Introduction to Network Security
Network Security - Protocols
Network Security - Advanced Topics
Penetration Testing - Discovering Vulnerabilities
Penetration Testing - Exploitation
Penetration Testing - Post Exploitation

These topics build upon the learnings that are taught in the introductory-level Computer Science Fundamentals MicroBachelors program, offered by the same instructor.
This is a self-paced course that provides a continuation of network security topics. Among the topics covered are Security Monitoring, Perimeter Security, IPv6, and IPv6 Security. The material is essential in later classes that will develop ethical hacking skills. Students are introduced to the concept of network security monitoring to detect intrusions instead of merely protecting against them.
Next, we discuss securing the perimeter of networks through the use of firewalls.
We follow up by introducing the student to IPv6: what it is, why it was developed, how it compares to the IPv4 protocol, and techniques to implement IPv6 devices alongside IPv4 devices. This lesson will prepare you for upcoming material focused on IPv6 security issues.
We conclude the course by leveraging the early work in IPv6, and we spend the time discussing IPv6 security. You'll learn about security threats that exist in IPv4 and IPv6 and issues exclusive to IPv6 and countermeasures to these threats.
Industry Certification Preparation
This program covers much of the material that is assessed on the CompTIA’s Security+ certification exam. Upon program completion, verified track learners will receive a 36% discount code for the CompTIA Security+ exam.
Coaching
If you are enrolled in the verified track (paid track) in any course that is a part of a MicroBachelors program, including this course, you are eligible for coaching at no additional cost. Please note that coaching is only available via SMS to U.S. phone lines.
Our coaches (real humans) are ready to help you with career exploration, navigating resources, staying motivated, and solving problems along the way to your goals.
Learn more about the value of coaching directly from one of our coaches, Erin.",1,1,1,0,0.0,$166,English,English,Edx,New York University,https://prod-discovery.edx-cdn.org/media/course/image/f2ea5d78-eed2-43f6-a44f-f2a9fa01b433-fc46cde64429.small.jpeg
Network and Security Foundations,https://www.edx.org/course/network-security-foundations,Computer Science,"This course introduces the components of a computer network and the concept and role of communication protocols. The course covers widely used categorical classifications of networks, as well as network topologies, physical devices, and layered abstraction. The course also introduces basic concepts of security, covering vulnerabilities of networks and mitigation techniques, security of physical media, and security policies and procedures.","As computer systems become smaller, cheaper, and more readily accessible, it seems everyone is connected at the touch of a button. Organizations struggle to remain efficient as they manage growing numbers of single-user computer systems. These systems require interconnectivity to exchange data, share resources, and access more powerful computers for tasks too complicated for local computers to process.
All of these activities require computing devices to access multiple networks. This course introduces networks such as the local area network (LAN), the enterprise network, the campus area network (CAN), the metropolitan area network (MAN), metro Ethernet, the personal area network (PAN), the virtual private network (VPN), and the wide area network (WAN).
The course discusses the essentials for implementing modern computer networks. Each lesson goes through the various networking technologies. The course introduces the concepts and practices associated with network security vulnerabilities, threats, risk mitigation, and the policies and procedures associated with security management.
Coaching
If you are enrolled in the verified track (paid track) in any course that is a part of a MicroBachelors program, including this course, you are eligible for coaching at no additional cost. Please note that coaching is only available via SMS to U.S. phone lines.
Our coaches (real humans) are ready to help you with career exploration, navigating resources, staying motivated, and solving problems along the way to your goals.
Learn more about the value of coaching directly from one of our coaches, Erin.",0,2,1,10290,0.0,$166.08,English,English,Edx,Western Governors University,https://prod-discovery.edx-cdn.org/media/course/image/5920fc78-784d-4b37-a61d-829b368185e2-2a5f25c5552c.small.jpeg
Network Security - Introduction to Network Security,https://www.edx.org/course/network-security-introduction-to-network-security,Computer Science,"Learn fundamentals of network security, including a deep dive into how networks are attacked by malicious users.","This is the 4th course in the intermediate, undergraduate-level offering that makes up the larger Cybersecurity Fundamentals MicroBachelors Program. We recommend taking them in order, unless you have a background in these areas already and feel comfortable skipping ahead.

Information Security - Introduction to Information Security
Information Security - Authentication and Access Control
Information Security - Advanced Topics
Network Security - Introduction to Network Security
Network Security - Protocols
Network Security - Advanced Topics
Penetration Testing - Discovering Vulnerabilities
Penetration Testing - Exploitation
Penetration Testing - Post Exploitation

These topics build upon the learnings that are taught in the introductory-level Computer Science Fundamentals MicroBachelors program, offered by the same instructor.
This is a self-paced course that provides an introduction to network security topics. The curriculum focusses on how malicious users attack networks. The material is essential in later classes that will develop ethical hacking skills. Students are introduced to some key concepts in network security. Next, we provide an overview of network reconnaissance strategies.
We move on to the next stage of the network attack methodology, which is exploitation.
Next, we cover standard attack techniques, attacks such as Denial of Service, DNS attacks, and client-side attacks, and the tools used to carry out these exploitations. We conclude by focusing on the steps attackers take after they initially compromise a system.
Industry Certification Preparation
This program covers much of the material that is assessed on the CompTIA’s Security+ certification exam. Upon program completion, verified track learners will receive a 36% discount code for the CompTIA Security+ exam.
Coaching
If you are enrolled in the verified track (paid track) in any course that is a part of a MicroBachelors program, including this course, you are eligible for coaching at no additional cost. Please note that coaching is only available via SMS to U.S. phone lines.
Our coaches (real humans) are ready to help you with career exploration, navigating resources, staying motivated, and solving problems along the way to your goals.
Learn more about the value of coaching directly from one of our coaches, Erin.",1,1,1,9581,0.0,$166,English,English,Edx,New York University,https://prod-discovery.edx-cdn.org/media/course/image/dd255d9e-5576-4455-94a9-c6d370ae2ac5-67eef679f5ca.small.jpeg
Network Security - Protocols,https://www.edx.org/course/network-security-protocols,Computer Science,"Learn more fundamentals of network security, including cryptographic algorithms used in networking protocols, TLS/SSL, IPSec Layer 2 Security and Wireless Security.","This is the 5th course in the intermediate, undergraduate-level offering that makes up the larger Cybersecurity Fundamentals MicroBachelors Program. We recommend taking them in order, unless you have a background in these areas already and feel comfortable skipping ahead.

Information Security - Introduction to Information Security
Information Security - Authentication and Access Control
Information Security - Advanced Topics
Network Security - Introduction to Network Security
Network Security - Protocols
Network Security - Advanced Topics
Penetration Testing - Discovering Vulnerabilities
Penetration Testing - Exploitation
Penetration Testing - Post Exploitation

These topics build upon the learnings that are taught in the introductory-level Computer Science Fundamentals MicroBachelors program, offered by the same instructor.
This is a self-paced course that provides a continuation of network security topics. Among the topics covered are cryptographic algorithms used in networking protocols, TLS/SSL, IPSec Layer 2 Security, and Wireless Security. The material is essential in later classes that will develop ethical hacking skills. Students are provided with a broad understanding of cryptography, from its classical applications dating from the Roman empire to modern cryptography, including the public key cryptography and hashing techniques today. Next, we take what we learned about cryptography and apply it as a tool against attackers. Specifically, we'll discuss IP Security, TLS/SSL, and its use in Virtual Private Networks. We follow up with coverage of Layer 2 security and vulnerabilities, such as MAC attacks, VLAN hopping attacks, DHCP attacks, ARP attacks, spoofing attacks, and attacks on other protocols. We'll also go over common countermeasures to these attacks. We conclude the course with an overview of how WiFi works, basic terminology and architecture, and how wireless networks are secured.
Industry Certification Preparation
This program covers much of the material that is assessed on the CompTIA’s Security+ certification exam. Upon program completion, verified track learners will receive a 36% discount code for the CompTIA Security+ exam.
Coaching
If you are enrolled in the verified track (paid track) in any course that is a part of a MicroBachelors program, including this course, you are eligible for coaching at no additional cost. Please note that coaching is only available via SMS to U.S. phone lines.
Our coaches (real humans) are ready to help you with career exploration, navigating resources, staying motivated, and solving problems along the way to your goals.
Learn more about the value of coaching directly from one of our coaches, Erin.",1,1,1,0,0.0,$166,English,English,Edx,New York University,https://prod-discovery.edx-cdn.org/media/course/image/a3d65c5b-4de8-4533-b771-85ccf8c91fd7-4480487bc1f7.small.jpeg
Neuronal Dynamics,https://www.edx.org/course/neuronal-dynamics,"Computer Science, Math, Physics",The activity of neurons in the brain and the code used by these neurons is described by mathematical neuron models at different levels of detail.,"This course gives an introduction to the field of theoretical and computational neuroscience with a focus on models of single neurons. Neurons encode information about stimuli in a sequence of short electrical pulses (spikes). Students will learn how mathematical tools such as differential equations, phase plane analysis, separation of time scales, and stochastic processes can be used to understand the dynamics of neurons and the neural code. 
Week 1: A first simple neuron model
Week 2: Hodgkin-Huxley models and biophysical modeling
Week 3: Two-dimensional models and phase plane analysis
Week 4: Two-dimensional models (cont.)/ Dendrites
Week 5: Variability of spike trains and the neural code
Week 6: Noise models, noisy neurons and coding
Week 7: Estimating neuron models for coding and decoding
Before your course starts, try the new edX Demo where you can explore the fun, interactive learning environment and virtual labs. Learn more.",2,1,1,18266,0.0,$139,English,English,Edx,École polytechnique fédérale de Lausanne,https://prod-discovery.edx-cdn.org/media/course/image/907185f6-0f8e-4e58-9099-4521428a4712-fbeec330425c.small.jpg
NFV Acceleration: An Introduction to OPNFV,https://www.edx.org/course/nfv-acceleration-an-introduction-to-opnfv,Computer Science,"Learn how Network Functions Virtualization (NFV) is moving the industry from fixed-function, proprietary devices to flexible, software-driven environments, and how OPNFV (Open Platform for NFV) can help make the transition easier.","Open source networking projects are transforming how service providers and enterprises develop, deploy, and scale their networks and next-generation services. 
Is your organization embarking on an NFV transformation journey? Do you believe open source software will play a critical role in this journey? Are you unclear how to integrate and test large, complex open source projects for your NFV use case? If yes, this course is for you. 
This course offers an introduction to The Linux Foundation OPNFV project (Open Platform for NFV), providing the basics of Network Function Virtualization (NFV). It delves into the challenges OPNFV solves, with an overview of related projects and industry use cases. We will also discuss how you can benefit from OPNFV. 
The Linux Foundation Open Platform for NFV project (OPNFV) facilitates the development and evolution of NFV components across various open source ecosystems. Through system level integration, deployment, and testing, OPNFV creates a reference NFV platform to accelerate the transformation of enterprise and service provider networks. 
This course is designed to provide a high-level understanding and business perspective of the OPNFV project and a guide for navigating, participating, and benefiting from the OPNFV community. The course is also meant for vendors that wish to determine how to position or sell their products into the NFV ecosystem including verification testing.",0,1,1,0,0.0,$149,English,English,Edx,The Linux Foundation,https://prod-discovery.edx-cdn.org/media/course/image/51b6ec4b-f95f-4b16-a66b-4815fa4e5bd4-c3ff45612a91.small.png
NoSQL Database Basics,https://www.edx.org/course/nosql-basics,Computer Science,"This course introduces you to the fundamentals of NoSQL, including. the four key non-relational database categories. By the end of the course you will have hands-on skills for working with MongoDB Cassandra and IBM Cloudant NoSQL databases.","This course will provide you with technical hands-on knowledge of NoSQL databases and Database-as-a-Service (DaaS) offerings. With the advent of Big Data and agile development methodologies, NoSQL databases have gained a lot of relevance in the database landscape. Their main advantage is the ability to effectively handle scalability and flexibility issues raised by modern applications.
You will start by learning the history and the basics of NoSQL databases and discover their key characteristics and benefits. You will learn about the four categories of NoSQL databases and how they differ from each other.
You will explore the architecture and features of several different implementations of NoSQL databases, namely MongoDB, Cassandra, and IBM Cloudant.
Throughout the course you will get practical experience using these NoSQL databases to perform standard database management tasks, such as creating and replicating databases, loading and querying data, modifying database permissions, indexing and aggregating data, and sharding (or partitioning) data.
The course ends with a hands-on project to test your understanding of some of the basics of working with several NoSQL database offerings.",0,1,1,0,0.0,$99,English,English,Edx,IBM,https://prod-discovery.edx-cdn.org/media/course/image/1c2ced38-fcbf-4c67-92eb-38f09b81476f-e7e3ba1249db.small.png
NP-Complete Problems,https://www.edx.org/course/np-complete-problems,"Computer Science, Math","Learn about NP-complete problems, known as hard problems that can’t be solved efficiently, and practice solving them using algorithmic techniques.","Step into the area of more complex problems and learn advanced algorithms to help solve them.
This course, part of the Algorithms and Data Structures MicroMasters program, discusses inherently hard problems that you will come across in the real-world that do not have a known provably efficient algorithm, known as NP-Complete problems.
You will practice solving large instances of some of these problems despite their hardness using very efficient specialized software and algorithmic techniques including:

SAT-solvers
Approximate algorithms
Special cases of NP-hard problems
Heuristic algorithms",1,1,1,5912,0.0,$150,English,English,Edx,"The University of California, San Diego",https://prod-discovery.edx-cdn.org/media/course/image/cad9355e-5b5e-43da-b5f3-bcf898868a32-393def752cbf.small.jpg
"Nuclear Energy: Science, Systems and Society",https://www.edx.org/course/nuclear-energy-science-systems-and-society,"Energy & Earth Sciences, Engineering, Science","Learn how a nuclear reactor works, what the future of nuclear fusion looks like, and the numerous useful applications of nuclear radiation in four easy-to-follow modules, complemented with a chance to explore background radiation in your backyard.","Nuclear Energy: Science, Systems and Society offers an introduction to the basic physics of nuclear energy and radiation, with an emphasis on the unique attributes and challenges of nuclear energy as a low-carbon solution. Peaceful applications of radiation to help humankind, such as reactors for materials science research, nuclear medicine, security initiatives and quantum technology, will be introduced.
The course will explore fission energy, establishing the scientific, engineering, and economic basis for fission reactors, and will describe the state of the art in nuclear reactor technology.
We will also learn about magnetic fusion energy research, with lectures covering the scientific and engineering basis of tokamaks, the state of the art in world fusion experiments, and the MIT vision for high-magnetic field fusion reactor.
In addition, the course also includes an optional hands-on section using guided exercises available on-line.
As a preview, please enjoy this virtual tour of the MIT Reactor!
----
Image Source: http://sciencestockphotos.com/free/electrical/slides/radioactive_smoke_detector.html, Image by http://sciencestockphotos.com",0,2,1,0,0.0,$75,English,English,Edx,Massachusetts Institute of Technology,https://prod-discovery.edx-cdn.org/media/course/image/35d6b823-32b8-477b-87d8-937a687c8801-fd1373fa3566.small.jpg
Nuclear Reactor Physics Basics,https://www.edx.org/course/nuclear-reactor-physics-basics,"Engineering, Physics",Become familiar with nuclear reactor physics and understand what happens in the nuclear reactor core.,"This engineering course is designed to Introduce students to a range of concepts, ideas and models used in nuclear reactor physics. This course will focus on the physical theory of reactors and methods of experimental studies of the neutron field. This course course is based on the course ""Neutron transport theory"" which has been taught at the National Research Nuclear University ""MEPhI"" for the past 20 years.",1,1,1,8956,0.0,$49,English,English,Edx,National Research Nuclear University,https://prod-discovery.edx-cdn.org/media/course/image/9d00733b-3cc8-40df-aad2-611ac31d572d-ad655f81f9e4.small.jpg
Nutrient Removal and Resource Recovery in Wastewater,https://www.edx.org/course/nutrient-removal-and-resource-recovery-in-wastewater,"Biology & Life Sciences, Engineering",This course introduces nutrient removal principles used in biological wastewater treatment plants.,"Nutrients, especially nitrogen and phosphorus, are essential for all living organisms. However, excess amounts of nutrients in wastewater often result in eutrophication that may deplete oxygen, promote harmful algal bloom, and even create dead zone for aquatic organisms. Therefore, nitrogen and phosphorus in wastewater should be adequately treated before discharge. Additionally, there are growing interests to recover nutrients and energy from wastewater to reduce treatment costs and improve the sustainability of wastewater treatment systems. 
This course introduces the fundamental knowledge and practice of biological nutrient removal in wastewater treatment and prepares students for designing biological nutrient removal systems. At the end of the course, students are expected to understand general principles of biological nitrogen removal and biological phosphorus removal, apply the knowledge to select the best unit process to remove nutrients, apply the knowledge to select the best unit process to recovery resources, and analyze and evaluate biofuel systems.",2,1,1,0,0.0,$750,English,English,Edx,Purdue University,https://prod-discovery.edx-cdn.org/media/course/image/db5a15ff-c088-40fe-9fc8-c1cc6f77d002-5a3aed3ced39.small.png
Object-Oriented Programming,https://www.edx.org/course/object-oriented-programming,Computer Science,Learn the principles of programming for building large and extensible systems.,"Go beyond the basics of programming to understand object-oriented methodology, the approach to modular and reusable software systems.
Topics Include:

Introduction to Object Oriented Programming
Classes and Methods
Polymorphism
Inheritance
Standard Library of C++

This course is part of the Fundamentals of Computer Science XSeries Program:

Programming Basics
Foundations of Data Structures
Implementation of Data Structures
Algorithms",0,1,1,98974,0.0,$149,English,English,Edx,IITBombay,https://prod-discovery.edx-cdn.org/media/course/image/10b6b3e4-2b0d-418b-a5a3-904c33b30b2a-6fcc052e59fc.small.png
Observation Theory: Estimating the Unknown,https://www.edx.org/course/observation-theory-estimating-the-unknown,"Data Analysis & Statistics, Engineering, Science",Learn how to estimate parameters from observational data for real-world engineering applications and assess the quality of the results.,"Are you an engineer, scientist or technician? Are you dealing with measurements or big data, but are you unsure about how to proceed? This is the course that teaches you how to find the best estimates of the unknown parameters from noisy observations. You will also learn how to assess the quality of your results.
TU Delft’s approach to observation theory is world leading and based on decades of experience in research and teaching in geodesy and the wider geosciences. The theory, however, can be applied to all the engineering sciences where measurements are used to estimate unknown parameters.
The course introduces a standardized approach for parameter estimation, using a functional model (relating the observations to the unknown parameters) and a stochastic model (describing the quality of the observations). Using the concepts of least squares and best linear unbiased estimation (BLUE), parameters are estimated and analyzed in terms of precision and significance.
The course ends with the concept of overall model test, to check the validity of the parameter estimation results using hypothesis testing. Emphasis is given to develop a standardized way to deal with estimation problems. Most of the course effort will be on examples and exercises from different engineering disciplines, especially in the domain of Earth Sciences.
This course is aimed towards Engineering and Earth Sciences students at Bachelor’s, Master’s and postgraduate level.",1,1,1,9922,0.0,$50,English,English,Edx,Delft University of Technology,https://prod-discovery.edx-cdn.org/media/course/image/92e82193-157a-4b63-81ed-c71549bc794a-d8d04039cdce.small.jpg
